label_id,label,date,ticker,source,title,text,url,notes
POS000019,positive,2025-03-27,ISATR,KAP,TÜRKİYE İŞ BANKASI A.Ş. - Kar Payı Dağıtım İşlemlerine İlişkin Bildirim,Kar Payı Dağıtım İşlemlerine İlişkin Bildirim Kar Payı Dağıtımı Hakkında,https://www.kap.org.tr/tr/Bildirim/1413054,weak_label_positive:dividend_distribution
POS000020,positive,2025-03-27,PLTUR,KAP,PLATFORM TURİZM TAŞIMACILIK GIDA İNŞAAT TEMİZLİK HİZMETLERİ SANAYİ VE TİCARET A.Ş. - Yeni İş İlişkisi,Yeni İş İlişkisi Yeni İş İlişkisi Hk.,https://www.kap.org.tr/tr/Bildirim/1413768,weak_label_positive:new_business_contract
POS000021,positive,2025-03-27,SKYLP,KAP,SKYALP FİNANSAL TEKNOLOJİLER VE DANIŞMANLIK A.Ş. - Kar Payı Dağıtım İşlemlerine İlişkin Bildirim,Kar Payı Dağıtım İşlemlerine İlişkin Bildirim Kar Payı Dağıtımına İlişkin Yönetim Kurulu Kararı Hk.,https://www.kap.org.tr/tr/Bildirim/1413015,weak_label_positive:dividend_distribution
POS000022,positive,2025-03-28,AHGAZ,KAP,AHLATCI DOĞAL GAZ DAĞITIM ENERJİ VE YATIRIM A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,Payların Geri Alınmasına İlişkin Bildirim 28.03.2025 Tarihli Pay Geri Alım İşlemleri,https://www.kap.org.tr/tr/Bildirim/1414964,weak_label_positive:share_buyback
POS000023,positive,2025-03-28,ECILC,KAP,EİS ECZACIBAŞI İLAÇ SINAİ VE FİNANSAL YATIRIMLAR SANAYİ VE TİCARET A.Ş. - Kar Payı Dağıtım İşlemlerine İlişkin Bildirim,Kar Payı Dağıtım İşlemlerine İlişkin Bildirim Kar Payı Dağıtımına İlişkin Yönetim Kurulu Kararı,https://www.kap.org.tr/tr/Bildirim/1415140,weak_label_positive:dividend_distribution
POS000024,positive,2025-03-28,PGSUS,KAP,PEGASUS HAVA TAŞIMACILIĞI A.Ş. - Kayıtlı Sermaye Tavanı İşlemlerine İlişkin Bildirim,Kayıtlı Sermaye Tavanı İşlemlerine İlişkin Bildirim Kayıtlı Sermaye Tavanı Artırımı ve Geçerlilik Süre Uzatımı,https://www.kap.org.tr/tr/Bildirim/1414307,weak_label_positive:capital_bonus_or_ceiling
POS000025,positive,2025-03-28,TCKRC,KAP,KIRAÇ GALVANİZ TELEKOMİNİKASYON METAL MAKİNE İNŞAAT ELEKTRİK SANAYİ VE TİCARET A.Ş. - Yeni İş İlişkisi,Yeni İş İlişkisi Solar Montaj Sistemleri Satışı,https://www.kap.org.tr/tr/Bildirim/1414910,weak_label_positive:new_business_contract
POS000026,positive,2025-06-18,TERA,KAP,TERA YATIRIM MENKUL DEĞERLER A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,Payların Geri Alınmasına İlişkin Bildirim 18.06.2025 Tarihli Pay Geri Alım İşlemleri,https://www.kap.org.tr/tr/Bildirim/1450026,weak_label_positive:share_buyback
POS000027,positive,2025-06-19,ELITE,KAP,ELİTE NATUREL ORGANİK GIDA SANAYİ VE TİCARET A.Ş. - Kar Payı Dağıtım İşlemlerine İlişkin Bildirim,Kar Payı Dağıtım İşlemlerine İlişkin Bildirim Olağan Genel Kurul Toplantısında Kar Payı Dağıtımına İlişkin Karar Alınması,https://www.kap.org.tr/tr/Bildirim/1450369,weak_label_positive:dividend_distribution
POS000028,positive,2025-06-20,ASELS,KAP,ASELSAN ELEKTRONİK SANAYİ VE TİCARET A.Ş. - Yeni İş İlişkisi,Yeni İş İlişkisi Sözleşme İmzalanması,https://www.kap.org.tr/tr/Bildirim/1450445,weak_label_positive:new_business_contract
POS000029,positive,2025-06-20,INVEO,KAP,INVEO YATIRIM HOLDİNG A.Ş. - Özel Durum Açıklaması (Genel),Özel Durum Açıklaması (Genel) Inveo Portföy Yönetimi AŞ İç Kaynaklardan Bedelsiz Sermaye Artırımı Hk. GEP,https://www.kap.org.tr/tr/Bildirim/1450680,weak_label_positive:capital_bonus_or_ceiling
POS000030,positive,2025-06-23,AHGAZ,KAP,AHLATCI DOĞAL GAZ DAĞITIM ENERJİ VE YATIRIM A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,Payların Geri Alınmasına İlişkin Bildirim 23.06.2025 Tarihli Pay Geri Alım İşlemleri,https://www.kap.org.tr/tr/Bildirim/1451110,weak_label_positive:share_buyback
POS000031,positive,2025-06-24,KAREL,KAP,KAREL ELEKTRONİK SANAYİ VE TİCARET A.Ş. - Yeni İş İlişkisi,Yeni İş İlişkisi Yeni İş İlişkisi,https://www.kap.org.tr/tr/Bildirim/1451590,weak_label_positive:new_business_contract
POS000032,positive,2025-06-24,TRA,KAP,TERA YATIRIM MENKUL DEĞERLER A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,Payların Geri Alınmasına İlişkin Bildirim 23.06.2025 Tarihli Pay Geri Alım İşlemleri,https://www.kap.org.tr/tr/Bildirim/1451237,weak_label_positive:share_buyback
POS000033,positive,2025-06-25,FORTE,KAP,FORTE BİLGİ İLETİŞİM TEKNOLOJİLERİ VE SAVUNMA SANAYİ A.Ş. - Yeni İş İlişkisi,Yeni İş İlişkisi Yeni İş İlişkisi,https://www.kap.org.tr/tr/Bildirim/1451681,weak_label_positive:new_business_contract
POS000034,positive,2025-06-25,LIDER,KAP,LDR TURİZM A.Ş. - Sermaye Artırımı - Azaltımı İşlemlerine İlişkin Bildirim,Sermaye Artırımı - Azaltımı İşlemlerine İlişkin Bildirim Bedelsiz Sermaye Artırımına İlişkin Yönetim Kurulu Kararı,https://www.kap.org.tr/tr/Bildirim/1452003,weak_label_positive:capital_bonus_or_ceiling
POS000035,positive,2025-06-26,ATLAS,KAP,ATLAS MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş. - Kar Payı Dağıtım İşlemlerine İlişkin Bildirim,Kar Payı Dağıtım İşlemlerine İlişkin Bildirim 2024 Yılı Kâr Payı Dağıtımı Hakkında,https://www.kap.org.tr/tr/Bildirim/1452490,weak_label_positive:dividend_distribution
POS000036,positive,2025-06-26,TRILC,KAP,TURK İLAÇ VE SERUM SANAYİ A.Ş. - İhale Süreci / Sonucu,İhale Süreci / Sonucu Devlet Malzeme Ofisi İhale Sonucu,https://www.kap.org.tr/tr/Bildirim/1452215,weak_label_positive:tender_award
POS000037,positive,2025-06-27,CWENE,KAP,CW ENERJİ MÜHENDİSLİK TİCARET VE SANAYİ A.Ş. - Yeni İş İlişkisi,Yeni İş İlişkisi Yeni İş İlişkisi Hk,https://www.kap.org.tr/tr/Bildirim/1452748,weak_label_positive:new_business_contract
POS000038,positive,2025-06-27,ENDAE,KAP,ENDA ENERJİ HOLDİNG A.Ş. - Kar Payı Dağıtım İşlemlerine İlişkin Bildirim,Kar Payı Dağıtım İşlemlerine İlişkin Bildirim Kar Payı Dağıtımına İlişkin Genel Kurul Kararı,https://www.kap.org.tr/tr/Bildirim/1452757,weak_label_positive:dividend_distribution
POS000039,positive,2025-06-27,MAGEN,KAP,MARGÜN ENERJİ ÜRETİM SANAYİ VE TİCARET A.Ş. - Sermaye Artırımı - Azaltımı İşlemlerine İlişkin Bildirim,Sermaye Artırımı - Azaltımı İşlemlerine İlişkin Bildirim Bedelsiz Sermaye Artırımına İlişkin Yönetim Kurulu Kararı,https://www.kap.org.tr/tr/Bildirim/1452677,weak_label_positive:capital_bonus_or_ceiling
POS000040,positive,2025-06-27,MHRGY,KAP,MHR GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,Payların Geri Alınmasına İlişkin Bildirim Payların Geri Alınmasına İlişkin Bildirim,https://www.kap.org.tr/tr/Bildirim/1452972,weak_label_positive:share_buyback
POS000041,positive,2025-06-30,LINK,KAP,LİNK BİLGİSAYAR SİSTEMLERİ YAZILIMI VE DONANIMI SANAYİ VE TİCARET A.Ş. - Yeni İş İlişkisi,Yeni İş İlişkisi Sözleşme İmzalanması Hakkında,https://www.kap.org.tr/tr/Bildirim/1453012,weak_label_positive:new_business_contract
POS000042,positive,2025-06-30,TRILC,KAP,TURK İLAÇ VE SERUM SANAYİ A.Ş. - İhale Süreci / Sonucu,İhale Süreci / Sonucu DMO İhale Sonucu Hakkında,https://www.kap.org.tr/tr/Bildirim/1453191,weak_label_positive:tender_award
POS000043,positive,2025-09-18,PCILT,KAP,PC İLETİŞİM VE MEDYA HİZMETLERİ SANAYİ TİCARET A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,Payların Geri Alınmasına İlişkin Bildirim 18.09.2025 Tarihli Pay Geri Alım İşlemleri,https://www.kap.org.tr/tr/Bildirim/1491038,weak_label_positive:share_buyback
POS000044,positive,2025-09-19,ARSAN,KAP,ARSAN TEKSTİL TİCARET VE SANAYİ A.Ş. - Kayıtlı Sermaye Tavanı İşlemlerine İlişkin Bildirim,Kayıtlı Sermaye Tavanı İşlemlerine İlişkin Bildirim Kayıtlı Sermaye Tavanı Artırımı ve Tavan Geçerlilik Süresinin Uzatılması.,https://www.kap.org.tr/tr/Bildirim/1491347,weak_label_positive:capital_bonus_or_ceiling
POS000045,positive,2025-09-22,EUPWR,KAP,EUROPOWER ENERJİ VE OTOMASYON TEKNOLOJİLERİ SANAYİ TİCARET A.Ş. - Özel Durum Açıklaması (Genel),Özel Durum Açıklaması (Genel) İhale Sonucu Hakkında GESAN,https://www.kap.org.tr/tr/Bildirim/1491719,weak_label_positive:tender_award
POS000046,positive,2025-09-22,IHLAS,KAP,İHLAS HOLDİNG A.Ş. - Kayıtlı Sermaye Tavanı İşlemlerine İlişkin Bildirim,Kayıtlı Sermaye Tavanı İşlemlerine İlişkin Bildirim Kayıtlı sermaye tavanı artırımı ve tavan geçerlilik süresinin güncellenmesi ile ilgili SPK Onayı Hk.,https://www.kap.org.tr/tr/Bildirim/1491561,weak_label_positive:capital_bonus_or_ceiling
POS000047,positive,2025-09-23,AKFGY,KAP,AKFEN GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,Payların Geri Alınmasına İlişkin Bildirim 23.09.2025 Tarihli Pay Geri Alım İşlemleri Hk.,https://www.kap.org.tr/tr/Bildirim/1492285,weak_label_positive:share_buyback
POS000048,positive,2025-09-23,ALVES,KAP,ALVES KABLO SANAYİ VE TİCARET A.Ş. - Yeni İş İlişkisi,Yeni İş İlişkisi Yurt dışı yeni iş ilişkisi,https://www.kap.org.tr/tr/Bildirim/1492092,weak_label_positive:new_business_contract
POS000049,positive,2025-09-23,OZSUB,KAP,ÖZSU BALIK ÜRETİM A.Ş. - Kayıtlı Sermaye Tavanı İşlemlerine İlişkin Bildirim,Kayıtlı Sermaye Tavanı İşlemlerine İlişkin Bildirim Kayıtlı Sermaye Tavanı Artırımı,https://www.kap.org.tr/tr/Bildirim/1492090,weak_label_positive:capital_bonus_or_ceiling
POS000050,positive,2025-09-25,PCILT,KAP,PC İLETİŞİM VE MEDYA HİZMETLERİ SANAYİ TİCARET A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,Payların Geri Alınmasına İlişkin Bildirim 25.09.2025 Tarihli Pay Geri Alım İşlemleri,https://www.kap.org.tr/tr/Bildirim/1493114,weak_label_positive:share_buyback
POS000051,positive,2025-09-25,SANFM,KAP,SANİFOAM ENDÜSTRİ VE TÜKETİM ÜRÜNLERİ SANAYİ TİCARET A.Ş. - Sermaye Artırımı - Azaltımı İşlemlerine İlişkin Bildirim,Sermaye Artırımı - Azaltımı İşlemlerine İlişkin Bildirim Bedelsiz Sermaye Artırımı Tescil ve İlanı Hk.,https://www.kap.org.tr/tr/Bildirim/1493076,weak_label_positive:capital_bonus_or_ceiling
POS000052,positive,2025-09-25,TRENJ,KAP,İPEK DOĞAL ENERJİ KAYNAKLARI ARAŞTIRMA VE ÜRETİM A.Ş. - Kar Payı Dağıtım İşlemlerine İlişkin Bildirim,Kar Payı Dağıtım İşlemlerine İlişkin Bildirim 2016 - 2024 Yılı Kar Payı Dağıtımı Hakkında Yönetim Kurulu Teklifi,https://www.kap.org.tr/tr/Bildirim/1493079,weak_label_positive:dividend_distribution
POS000053,positive,2025-09-26,HLGYO,KAP,HALK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş. - Sermaye Artırımı - Azaltımı İşlemlerine İlişkin Bildirim,Sermaye Artırımı - Azaltımı İşlemlerine İlişkin Bildirim Bedelsiz Sermaye Artırımına İlişkin Esas Sözleşme Değişikliğinin Tescili,https://www.kap.org.tr/tr/Bildirim/1493460,weak_label_positive:capital_bonus_or_ceiling
POS000054,positive,2025-09-29,MAVI,KAP,MAVİ GİYİM SANAYİ VE TİCARET A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,Payların Geri Alınmasına İlişkin Bildirim 29.09.2025 Tarihli Pay Geri Alım İşlemleri,https://www.kap.org.tr/tr/Bildirim/1493912,weak_label_positive:share_buyback
POS000055,positive,2025-09-30,EMKEL,KAP,EMEK ELEKTRİK ENDÜSTRİSİ A.Ş. - Yeni İş İlişkisi,Yeni İş İlişkisi Yeni İş İlişkisi Hk.,https://www.kap.org.tr/tr/Bildirim/1493982,weak_label_positive:new_business_contract
POS000056,positive,2025-12-23,DOAS,KAP,DOĞUŞ OTOMOTİV SERVİS VE TİCARET A.Ş. - Yeni İş İlişkisi,Yeni İş İlişkisi Volkswagen A.G. ile Suriye Arap Cumhuriyeti Distribütörlüğü için Niyet Mektubu (Letter of Intent) İmzalanması,https://www.kap.org.tr/tr/Bildirim/1529053,weak_label_positive:new_business_contract
POS000057,positive,2025-12-23,ORGE,KAP,ORGE ENERJİ ELEKTRİK TAAHHÜT A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,Payların Geri Alınmasına İlişkin Bildirim 23.12.2025 Tarihli Pay Geri Alım İşlemi,https://www.kap.org.tr/tr/Bildirim/1529063,weak_label_positive:share_buyback
POS000058,positive,2025-12-24,AGROT,KAP,AGROTECH YÜKSEK TEKNOLOJİ VE YATIRIM A.Ş. - Yeni İş İlişkisi,Yeni İş İlişkisi Joyance Teknoloji ve GridStudio AI ile Stratejik İş Birliği Hakkında,https://www.kap.org.tr/tr/Bildirim/1529455,weak_label_positive:new_business_contract
POS000059,positive,2025-12-24,ALGYO,KAP,ALARKO GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş. - Sermaye Artırımı - Azaltımı İşlemlerine İlişkin Bildirim,Sermaye Artırımı - Azaltımı İşlemlerine İlişkin Bildirim Bedelsiz Sermaye Artırımına İlişkin SPK Onayı,https://www.kap.org.tr/tr/Bildirim/1529397,weak_label_positive:capital_bonus_or_ceiling
POS000060,positive,2025-12-24,PSGYO,KAP,PASİFİK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş. - Kar Payı Dağıtım İşlemlerine İlişkin Bildirim,Kar Payı Dağıtım İşlemlerine İlişkin Bildirim Temettü Dağıtım Tarihi Hakkında,https://www.kap.org.tr/tr/Bildirim/1529494,weak_label_positive:dividend_distribution
POS000061,positive,2025-12-25,ALTNY,KAP,ALTINAY SAVUNMA TEKNOLOJİLERİ A.Ş. - Sermaye Artırımı - Azaltımı İşlemlerine İlişkin Bildirim,Sermaye Artırımı - Azaltımı İşlemlerine İlişkin Bildirim Bedelsiz Sermaye Artırımı Hak Kullanım İşlemleri Başlangıç Tarihi,https://www.kap.org.tr/tr/Bildirim/1529741,weak_label_positive:capital_bonus_or_ceiling
POS000062,positive,2025-12-25,KONTR,KAP,KONTROLMATİK TEKNOLOJİ ENERJİ VE MÜHENDİSLİK A.Ş. - Yeni İş İlişkisi,Yeni İş İlişkisi Yeni İş İlişkisi Tesis Edilmesi,https://www.kap.org.tr/tr/Bildirim/1529808,weak_label_positive:new_business_contract
POS000063,positive,2025-12-26,DCTTR,KAP,DCT TRADİNG DIŞ TİCARET A.Ş. - Sermaye Artırımı - Azaltımı İşlemlerine İlişkin Bildirim,Sermaye Artırımı - Azaltımı İşlemlerine İlişkin Bildirim Bedelsiz Sermaye Artırımı Tescili H.K,https://www.kap.org.tr/tr/Bildirim/1530196,weak_label_positive:capital_bonus_or_ceiling
POS000064,positive,2025-12-26,SMRTG,KAP,SMART GÜNEŞ ENERJİSİ TEKNOLOJİLERİ ARAŞTIRMA GELİŞTİRME ÜRETİM SANAYİ VE TİCARET A.Ş. - Yeni İş İlişkisi,Yeni İş İlişkisi Güneş Hücresi Satışı,https://www.kap.org.tr/tr/Bildirim/1530281,weak_label_positive:new_business_contract
POS000065,positive,2025-12-30,GLYHO,KAP,GLOBAL YATIRIM HOLDİNG A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,Payların Geri Alınmasına İlişkin Bildirim 30.12.2025 Tarihli Pay Geri Alım İşlemleri,https://www.kap.org.tr/tr/Bildirim/1531284,weak_label_positive:share_buyback
POS000066,positive,2025-12-30,HUNER,KAP,HUN YENİLENEBİLİR ENERJİ ÜRETİM A.Ş. - Kayıtlı Sermaye Tavanı İşlemlerine İlişkin Bildirim,Kayıtlı Sermaye Tavanı İşlemlerine İlişkin Bildirim Kayıtlı Sermaye Tavanı Artırımı ve Süre Uzatımı Hk.,https://www.kap.org.tr/tr/Bildirim/1530882,weak_label_positive:capital_bonus_or_ceiling
POS000067,positive,2025-12-30,OZATD,KAP,ÖZATA DENİZCİLİK SANAYİ VE TİCARET A.Ş. - Yeni İş İlişkisi,Yeni İş İlişkisi YENİ İŞ İLİŞKİSİ HK.,https://www.kap.org.tr/tr/Bildirim/1531206,weak_label_positive:new_business_contract
POS000068,positive,2026-03-24,ISGSY,KAP,İŞ GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş. - Sermaye Artırımı - Azaltımı İşlemlerine İlişkin Bildirim,Sermaye Artırımı - Azaltımı İşlemlerine İlişkin Bildirim Bedelsiz Sermaye Artırımı Kararı,https://www.kap.org.tr/tr/Bildirim/1575212,weak_label_positive:capital_bonus_or_ceiling
POS000069,positive,2026-03-25,DSTKF,KAP,DESTEK FİNANS FAKTORİNG A.Ş. - Kar Payı Dağıtım İşlemlerine İlişkin Bildirim,Kar Payı Dağıtım İşlemlerine İlişkin Bildirim 2025 Yılı Olağan Genel Kurulu toplantısında onaylanan Kar Payı Dağıtım Kararı,https://www.kap.org.tr/tr/Bildirim/1575741,weak_label_positive:dividend_distribution
POS000070,positive,2026-03-25,INVEO,KAP,INVEO YATIRIM HOLDİNG A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,Payların Geri Alınmasına İlişkin Bildirim Pay Geri Alım Programının Sonlandırılması Hakkında,https://www.kap.org.tr/tr/Bildirim/1575756,weak_label_positive:share_buyback
POS000071,positive,2026-03-26,PAHOL,KAP,PASİFİK HOLDİNG A.Ş. - Kar Payı Dağıtım İşlemlerine İlişkin Bildirim,Kar Payı Dağıtım İşlemlerine İlişkin Bildirim Temettü Dağıtım Önerisi,https://www.kap.org.tr/tr/Bildirim/1576611,weak_label_positive:dividend_distribution
POS000072,positive,2026-03-27,DGRVK,KAP,DEĞER VARLIK KİRALAMA A.Ş. - Kar Dağıtım Politikası,Kar Dağıtım Politikası 2025 Yılı Kâr Payı Dağıtımı Hakkında,https://www.kap.org.tr/tr/Bildirim/1577597,weak_label_positive:dividend_distribution
POS000073,positive,2026-03-27,EUPWR,KAP,EUROPOWER ENERJİ VE OTOMASYON TEKNOLOJİLERİ SANAYİ TİCARET A.Ş. - İhale Süreci / Sonucu,İhale Süreci / Sonucu İhale Sonucu Hakkında,https://www.kap.org.tr/tr/Bildirim/1577186,weak_label_positive:tender_award
POS000074,positive,2026-03-27,HATSN,KAP,HAT-SAN GEMİ İNŞAA BAKIM ONARIM DENİZ NAKLİYAT SANAYİ VE TİCARET A.Ş. - Yeni İş İlişkisi,Yeni İş İlişkisi YENİ İŞ İLİŞKİSİ HAKKINDA,https://www.kap.org.tr/tr/Bildirim/1577202,weak_label_positive:new_business_contract
POS000075,positive,2026-03-27,OYYAT,KAP,OYAK YATIRIM MENKUL DEĞERLER A.Ş. - Kar Payı Dağıtım İşlemlerine İlişkin Bildirim,Kar Payı Dağıtım İşlemlerine İlişkin Bildirim Kâr Payı Dağıtımına İlişkin Yönetim Kurulu Kararı,https://www.kap.org.tr/tr/Bildirim/1577706,weak_label_positive:dividend_distribution
POS000076,positive,2026-03-30,MEKAG,KAP,MEKA GLOBAL MAKİNE İMALAT SANAYİ VE TİCARET A.Ş. - Kar Payı Dağıtım İşlemlerine İlişkin Bildirim,Kar Payı Dağıtım İşlemlerine İlişkin Bildirim 01.01.2025 - 31.12.2025 Hesap Dönemine İlişkin Kâr Payı Dağıtımı,https://www.kap.org.tr/tr/Bildirim/1578909,weak_label_positive:dividend_distribution
POS000077,positive,2026-03-30,ORGE,KAP,ORGE ENERJİ ELEKTRİK TAAHHÜT A.Ş. - Yeni İş İlişkisi,Yeni İş İlişkisi Mandarin Oriental Etiler Projesine ilişkin ilave sözleşme görüşmelerine başlanması,https://www.kap.org.tr/tr/Bildirim/1578002,weak_label_positive:new_business_contract
