label_id,label,date,ticker,source,title,text,url,notes,model_prediction,model_sentiment_score,model_prob_negative,model_prob_neutral,model_prob_positive
L000022,negative,2025-09-22,EMNIS,KAP,EMİNİŞ AMBALAJ SANAYİ VE TİCARET A.Ş. - Özel Durum Açıklaması (Genel),Özel Durum Açıklaması (Genel) Konkordato 46. Taksit Ödemesi,https://www.kap.org.tr/tr/Bildirim/1491753,weak_label_negative:penalty_or_concordat,,,,,
L000023,negative,2025-09-25,CWENE,KAP,CW ENERJİ MÜHENDİSLİK TİCARET VE SANAYİ A.Ş. - Hak Kullanım Süreç İptal Bildirimi,Hak Kullanım Süreç İptal Bildirimi Pay Geri Alım İşlemleri İptal Kararı Hakkında,https://www.kap.org.tr/tr/Bildirim/1492920,weak_label_negative:cancelled_or_rejected_action,,,,,
L000024,negative,2025-09-26,IEYHO,KAP,IŞIKLAR ENERJİ VE YAPI HOLDİNG A.Ş. - Genel Kurul İşlemlerine İlişkin Bildirim,Genel Kurul İşlemlerine İlişkin Bildirim Genel Kurul İptali,https://www.kap.org.tr/tr/Bildirim/1493337,weak_label_negative:cancelled_or_rejected_action,,,,,
L000025,negative,2025-09-26,IEYHO,KAP,IŞIKLAR ENERJİ VE YAPI HOLDİNG A.Ş. - Hak Kullanım Süreç İptal Bildirimi,Hak Kullanım Süreç İptal Bildirimi Genel Kurul İptali,https://www.kap.org.tr/tr/Bildirim/1493339,weak_label_negative:cancelled_or_rejected_action,,,,,
L000026,negative,2025-12-22,YKBNK,KAP,YAPI VE KREDİ BANKASI A.Ş. - Ortaklık Aleyhine Dava Açılması veya Davaya İlişkin Gelişmeler,Ortaklık Aleyhine Dava Açılması veya Davaya İlişkin Gelişmeler Genel kurul kararı aleyhine açılan dava hk.,https://www.kap.org.tr/tr/Bildirim/1528665,weak_label_negative:lawsuit_against_company,,,,,
L000027,negative,2025-12-24,TRMET,KAP,TR ANADOLU METAL MADENCİLİK İŞLETMELERİ A.Ş. - Özel Durum Açıklaması (Genel),Özel Durum Açıklaması (Genel) Şirketimizin Bağlı Ortaklığı TR Anadolu İnşaat ve Ticaret A.Ş.nin Taraf Olduğu Dava Hk.,https://www.kap.org.tr/tr/Bildirim/1529503,weak_label_negative:lawsuit_against_company,,,,,
L000028,negative,2025-12-25,VBTYZ,KAP,VBT YAZILIM A.Ş. - Ortaklık Aleyhine Dava Açılması veya Davaya İlişkin Gelişmeler,Ortaklık Aleyhine Dava Açılması veya Davaya İlişkin Gelişmeler Bedelli Sermaye Artırımı Başvurusuna İtiraz Davası Hakkında,https://www.kap.org.tr/tr/Bildirim/1529936,weak_label_negative:lawsuit_against_company,,,,,
L000029,negative,2025-12-26,FORMT,KAP,FORMET METAL VE CAM SANAYİ A.Ş. - Ortaklık Aleyhine Dava Açılması veya Davaya İlişkin Gelişmeler,Ortaklık Aleyhine Dava Açılması veya Davaya İlişkin Gelişmeler Tahsisli sermaye artırımı kararına karşı açılan iptal davasının ön inceleme duruşmasının yapılması,https://www.kap.org.tr/tr/Bildirim/1530029,weak_label_negative:lawsuit_against_company,,,,,
L000030,negative,2025-12-29,SEYKM,KAP,SEYİTLER KİMYA SANAYİ A.Ş. - Ortaklık Aleyhine Dava Açılması veya Davaya İlişkin Gelişmeler,Ortaklık Aleyhine Dava Açılması veya Davaya İlişkin Gelişmeler Tazminat Davası Hk.,https://www.kap.org.tr/tr/Bildirim/1530450,weak_label_negative:lawsuit_against_company,,,,,
L000031,negative,2025-12-30,TIMUR,KAP,TİMUR GAYRİMENKUL GELİŞTİRME YAPI VE YATIRIM A.Ş. - Hak Kullanım Süreç İptal Bildirimi,Hak Kullanım Süreç İptal Bildirimi,https://www.kap.org.tr/tr/Bildirim/1530868,weak_label_negative:cancelled_or_rejected_action,,,,,
L000032,negative,2026-03-25,BESTE,KAP,BEST BRANDS GRUP ENERJİ YATIRIM A.Ş. - Kar Payı Dağıtım İşlemlerine İlişkin Bildirim,Kar Payı Dağıtım İşlemlerine İlişkin Bildirim Kar Dağıtılmamasına İlişkin Olağan Genel Kurul Toplantısı Neticesi Hakkında.,https://www.kap.org.tr/tr/Bildirim/1575563,weak_label_negative:dividend_not_distributed,,,,,
L000033,negative,2026-03-26,FRIGO,KAP,FRİGO-PAK GIDA MADDELERİ SANAYİ VE TİCARET A.Ş. - Ortaklık Aleyhine Dava Açılması veya Davaya İlişkin Gelişmeler,Ortaklık Aleyhine Dava Açılması veya Davaya İlişkin Gelişmeler Ortaklık Aleyhine Dava Açılması / Davaya İlişkin Gelişmeler Hk.,https://www.kap.org.tr/tr/Bildirim/1576814,weak_label_negative:lawsuit_against_company,,,,,
L000034,negative,2026-03-30,CRDFA,KAP,CREDITWEST FAKTORİNG A.Ş. - Kar Payı Dağıtım İşlemlerine İlişkin Bildirim,Kar Payı Dağıtım İşlemlerine İlişkin Bildirim 2025 Yılı Olağan Genel Kurul Toplantısında 2025 Yılı Karının Dağıtılmamasına Karar Verilmiştir.,https://www.kap.org.tr/tr/Bildirim/1578244,weak_label_negative:dividend_not_distributed,,,,,
L000035,negative,2026-05-20,AGHOL,KAP,AG ANADOLU GRUBU HOLDİNG A.Ş. - Ortaklık Aleyhine Dava Açılması veya Davaya İlişkin Gelişmeler,Ortaklık Aleyhine Dava Açılması veya Davaya İlişkin Gelişmeler Genel Kurul Toplantısında alınan bazı kararlara ilişkin dava açılması,https://www.kap.org.tr/tr/Bildirim/1609176,weak_label_negative:lawsuit_against_company,,,,,
L000036,neutral,2026-05-20,AKBNK,KAP,AKBANK T.A.Ş. - Pay Dışında Sermaye Piyasası Aracı İşlemlerine İlişkin Bildirim (Faiz İçeren),AKBANK T.A.Ş. - Pay Dışında Sermaye Piyasası Aracı İşlemlerine İlişkin Bildirim (Faiz İçeren). Pay Dışında Sermaye Piyasası Aracı İşlemlerine İlişkin Bildirim (Faiz İçeren) XS2819114732 ISIN Kodlu Sürdürülebilir Temalı Tahvilin İtfası,https://www.kap.org.tr/tr/Bildirim/1609136,weak_label:capital_markets_routine,neutral,0.0392330709607953,0.306218514176777,0.3483299006856505,0.3454515851375724
L000037,neutral,2026-05-20,ALVES,KAP,ALVES KABLO SANAYİ VE TİCARET A.Ş. - Sermaye Artırımı - Azaltımı İşlemlerine İlişkin Bildirim,ALVES KABLO SANAYİ VE TİCARET A.Ş. - Sermaye Artırımı - Azaltımı İşlemlerine İlişkin Bildirim. Sermaye Artırımı - Azaltımı İşlemlerine İlişkin Bildirim Bedelli Sermaye Artışına İlişkin Yönetim Kurulu Kararı,https://www.kap.org.tr/tr/Bildirim/1609230,weak_label:default_neutral,neutral,0.0264373210932593,0.3148100451814314,0.3439425885438776,0.3412473662746908
L000038,neutral,2026-05-20,EKOFA,KAP,EKO FAKTORİNG A.Ş. - İhraç Tavanına İlişkin Bildirim,EKO FAKTORİNG A.Ş. - İhraç Tavanına İlişkin Bildirim. İhraç Tavanına İlişkin Bildirim Borçlanma Aracı İhracına İlişkin Yönetim Kurulu Kararı,https://www.kap.org.tr/tr/Bildirim/1609148,weak_label:capital_markets_routine,neutral,0.0264373210932593,0.3148100451814314,0.3439425885438776,0.3412473662746908
L000039,negative,2026-05-20,EMNIS,KAP,EMİNİŞ AMBALAJ SANAYİ VE TİCARET A.Ş. - Özel Durum Açıklaması (Genel),Özel Durum Açıklaması (Genel) Konkordato 54. Taksit Ödemesi,https://www.kap.org.tr/tr/Bildirim/1609006,weak_label_negative:penalty_or_concordat,,,,,
L000040,neutral,2026-05-20,EMVAR,KAP,EMLAK VARLIK KİRALAMA A.Ş. - İhraç Tavanına İlişkin Bildirim,EMLAK VARLIK KİRALAMA A.Ş. - İhraç Tavanına İlişkin Bildirim. İhraç Tavanına İlişkin Bildirim Kira Sertifikası İhracına İlişkin Yönetim Kurulu Kararı Alınması Hk. ISFIN,https://www.kap.org.tr/tr/Bildirim/1608999,weak_label:capital_markets_routine,neutral,0.0264373210932593,0.3148100451814314,0.3439425885438776,0.3412473662746908
L000041,neutral,2026-05-20,ERSU,KAP,ERSU MEYVE VE GIDA SANAYİ A.Ş. - Kayıtlı Sermaye Tavanı İşlemlerine İlişkin Bildirim,ERSU MEYVE VE GIDA SANAYİ A.Ş. - Kayıtlı Sermaye Tavanı İşlemlerine İlişkin Bildirim. Kayıtlı Sermaye Tavanı İşlemlerine İlişkin Bildirim Esas Sözleşme Tadil Metni Ticaret Bakanlığı İç Ticaret Genel Müdürlüğü Onayı Hakkında,https://www.kap.org.tr/tr/Bildirim/1609259,weak_label:routine_governance,neutral,0.0351483778242879,0.2885431216659895,0.3877653788437328,0.3236914994902775
L000042,neutral,2026-05-20,IHEVA,KAP,İHLAS EV ALETLERİ İMALAT SANAYİ VE TİCARET A.Ş. - Genel Kurul İşlemlerine İlişkin Bildirim,İHLAS EV ALETLERİ İMALAT SANAYİ VE TİCARET A.Ş. - Genel Kurul İşlemlerine İlişkin Bildirim. Genel Kurul İşlemlerine İlişkin Bildirim 2025 Yılı Olağan Genel Kurul Toplantısı Hk.,https://www.kap.org.tr/tr/Bildirim/1609064,weak_label:routine_governance,neutral,-0.0315216627972758,0.3368291540929534,0.3578633546113689,0.3053074912956776
L000043,positive,2026-05-20,IHEVA,KAP,İHLAS EV ALETLERİ İMALAT SANAYİ VE TİCARET A.Ş. - Kar Payı Dağıtım İşlemlerine İlişkin Bildirim,İHLAS EV ALETLERİ İMALAT SANAYİ VE TİCARET A.Ş. - Kar Payı Dağıtım İşlemlerine İlişkin Bildirim. Kar Payı Dağıtım İşlemlerine İlişkin Bildirim 2025 Yılı Dönem Sonucu İçin Genel Kurul?a Yapılacak Teklif Hk.,https://www.kap.org.tr/tr/Bildirim/1609073,weak_label:dividend_distribution,negative,-0.0162621602291724,0.3470952493928234,0.3220716614435256,0.3308330891636509
L000044,neutral,2026-05-20,IHGZT,KAP,İHLAS GAZETECİLİK A.Ş. - Genel Kurul İşlemlerine İlişkin Bildirim,İHLAS GAZETECİLİK A.Ş. - Genel Kurul İşlemlerine İlişkin Bildirim. Genel Kurul İşlemlerine İlişkin Bildirim 2025 Yılı Olağan Genel Kurul Toplantısı Hk.,https://www.kap.org.tr/tr/Bildirim/1609035,weak_label:routine_governance,neutral,-0.0315216627972758,0.3368291540929534,0.3578633546113689,0.3053074912956776
L000045,positive,2026-05-20,IHGZT,KAP,İHLAS GAZETECİLİK A.Ş. - Kar Payı Dağıtım İşlemlerine İlişkin Bildirim,İHLAS GAZETECİLİK A.Ş. - Kar Payı Dağıtım İşlemlerine İlişkin Bildirim. Kar Payı Dağıtım İşlemlerine İlişkin Bildirim 2025 Yılı Dönem Sonucu İçin Genel Kurul'a Yapılacak Teklif Hk.,https://www.kap.org.tr/tr/Bildirim/1609037,weak_label:dividend_distribution,negative,-0.0162621602291724,0.3470952493928234,0.3220716614435256,0.3308330891636509
L000046,neutral,2026-05-20,IHLAS,KAP,İHLAS HOLDİNG A.Ş. - Genel Kurul İşlemlerine İlişkin Bildirim,İHLAS HOLDİNG A.Ş. - Genel Kurul İşlemlerine İlişkin Bildirim. Genel Kurul İşlemlerine İlişkin Bildirim 2025 Yılı Olağan Genel Kurul Toplantısı Hk.,https://www.kap.org.tr/tr/Bildirim/1609065,weak_label:routine_governance,neutral,-0.0315216627972758,0.3368291540929534,0.3578633546113689,0.3053074912956776
L000047,positive,2026-05-20,IHLAS,KAP,İHLAS HOLDİNG A.Ş. - Kar Payı Dağıtım İşlemlerine İlişkin Bildirim,İHLAS HOLDİNG A.Ş. - Kar Payı Dağıtım İşlemlerine İlişkin Bildirim. Kar Payı Dağıtım İşlemlerine İlişkin Bildirim 2025 Yılı Dönem Sonucu İçin Genel Kurul?a Yapılacak Teklif Hk.,https://www.kap.org.tr/tr/Bildirim/1609082,weak_label:dividend_distribution,negative,-0.0162621602291724,0.3470952493928234,0.3220716614435256,0.3308330891636509
L000048,neutral,2026-05-20,IHLGM,KAP,İHLAS GAYRİMENKUL PROJE GELİŞTİRME VE TİCARET A.Ş. - Genel Kurul İşlemlerine İlişkin Bildirim,İHLAS GAYRİMENKUL PROJE GELİŞTİRME VE TİCARET A.Ş. - Genel Kurul İşlemlerine İlişkin Bildirim. Genel Kurul İşlemlerine İlişkin Bildirim 2025 Yılı Olağan Genel Kurulu Hk.,https://www.kap.org.tr/tr/Bildirim/1609043,weak_label:routine_governance,neutral,-0.0136446982917697,0.330810654072001,0.3520233901477677,0.3171659557802312
L000049,positive,2026-05-20,IHLGM,KAP,İHLAS GAYRİMENKUL PROJE GELİŞTİRME VE TİCARET A.Ş. - Kar Payı Dağıtım İşlemlerine İlişkin Bildirim,İHLAS GAYRİMENKUL PROJE GELİŞTİRME VE TİCARET A.Ş. - Kar Payı Dağıtım İşlemlerine İlişkin Bildirim. Kar Payı Dağıtım İşlemlerine İlişkin Bildirim 2025 Yılı Karı İçin Genel Kurula Yapılacak Teklif Hk.,https://www.kap.org.tr/tr/Bildirim/1609217,weak_label:dividend_distribution,negative,-0.0162621602291724,0.3470952493928234,0.3220716614435256,0.3308330891636509
L000050,neutral,2026-05-20,IHYAY,KAP,İHLAS YAYIN HOLDİNG A.Ş. - Genel Kurul Bildirimi,İHLAS YAYIN HOLDİNG A.Ş. - Genel Kurul Bildirimi. Genel Kurul Bildirimi 2025 Yılı Olağan Genel Kurul Toplantısı Hk,https://www.kap.org.tr/tr/Bildirim/1609215,weak_label:routine_governance,neutral,-0.0315216627972758,0.3368291540929534,0.3578633546113689,0.3053074912956776
L000051,positive,2026-05-20,IHYAY,KAP,İHLAS YAYIN HOLDİNG A.Ş. - Kar Payı Bildirimi,İHLAS YAYIN HOLDİNG A.Ş. - Kar Payı Bildirimi. Kar Payı Bildirimi 2025 Yılı Dönem Sonucu İçin Genel Kurul?a Yapılacak Teklif Hk,https://www.kap.org.tr/tr/Bildirim/1609216,weak_label:dividend_distribution,negative,-0.0162621602291724,0.3470952493928234,0.3220716614435256,0.3308330891636509
L000052,positive,2026-05-20,IMASM,KAP,İMAŞ MAKİNA SANAYİ A.Ş. - Özel Durum Açıklaması (Genel),İMAŞ MAKİNA SANAYİ A.Ş. - Özel Durum Açıklaması (Genel). Özel Durum Açıklaması (Genel) Yeni Siparişin Alınması Hk.,https://www.kap.org.tr/tr/Bildirim/1609185,weak_label:new_business_or_tender,neutral,0.0351483778242879,0.2885431216659895,0.3877653788437328,0.3236914994902775
L000053,neutral,2026-05-20,ISTVY,KAP,İSTANBUL VARLIK YÖNETİM A.Ş. - Pay Dışında Sermaye Piyasası Aracı İşlemlerine İlişkin Bildirim (Faiz İçeren),İSTANBUL VARLIK YÖNETİM A.Ş. - Pay Dışında Sermaye Piyasası Aracı İşlemlerine İlişkin Bildirim (Faiz İçeren). Pay Dışında Sermaye Piyasası Aracı İşlemlerine İlişkin Bildirim (Faiz İçeren) TRFIVYSK2614 ISIN Kodlu finansman bonosunun 2.kupon ödemesi,https://www.kap.org.tr/tr/Bildirim/1609190,weak_label:capital_markets_routine,neutral,0.0351483778242879,0.2885431216659895,0.3877653788437328,0.3236914994902775
L000054,neutral,2026-05-20,KATVK,KAP,KATILIM VARLIK KİRALAMA A.Ş. - İhraç Tavanına İlişkin Bildirim,KATILIM VARLIK KİRALAMA A.Ş. - İhraç Tavanına İlişkin Bildirim. İhraç Tavanına İlişkin Bildirim Kira Sertifikası İhracına İlişkin Yönetim Kurulu Kararı Alınması TKNSA,https://www.kap.org.tr/tr/Bildirim/1609203,weak_label:capital_markets_routine,neutral,0.0264373210932593,0.3148100451814314,0.3439425885438776,0.3412473662746908
L000055,neutral,2026-05-20,KATVK,KAP,KATILIM VARLIK KİRALAMA A.Ş. - İhraç Tavanına İlişkin Bildirim,KATILIM VARLIK KİRALAMA A.Ş. - İhraç Tavanına İlişkin Bildirim. İhraç Tavanına İlişkin Bildirim Kira Sertifikası İhraç Tavanı SPK Başvurusu HDFFL,https://www.kap.org.tr/tr/Bildirim/1609013,weak_label:capital_markets_routine,neutral,0.0392330709607953,0.306218514176777,0.3483299006856505,0.3454515851375724
L000056,neutral,2026-05-20,MEPET,KAP,MEPET METRO PETROL VE TESİSLERİ SANAYİ TİCARET A.Ş. - Ünvan Değişikliği,MEPET METRO PETROL VE TESİSLERİ SANAYİ TİCARET A.Ş. - Ünvan Değişikliği. Ünvan Değişikliği Şirket Ünvan Değişikliği Hakkında.,https://www.kap.org.tr/tr/Bildirim/1609038,weak_label:routine_governance,neutral,0.0392330709607953,0.306218514176777,0.3483299006856505,0.3454515851375724
L000057,neutral,2026-05-20,MERCN,KAP,MERCAN KİMYA SANAYİ VE TİCARET A.Ş. - Genel Kurul İşlemlerine İlişkin Bildirim,MERCAN KİMYA SANAYİ VE TİCARET A.Ş. - Genel Kurul İşlemlerine İlişkin Bildirim. Genel Kurul İşlemlerine İlişkin Bildirim 2025 Yılı Olağan Genel Kurul Toplantı Sonucu,https://www.kap.org.tr/tr/Bildirim/1609169,weak_label:routine_governance,neutral,-0.0315216627972758,0.3368291540929534,0.3578633546113689,0.3053074912956776
L000058,negative,2026-05-20,METRO,KAP,METRO TİCARİ VE MALİ YATIRIMLAR HOLDİNG A.Ş. - Kar Payı Dağıtım İşlemlerine İlişkin Bildirim,Kar Payı Dağıtım İşlemlerine İlişkin Bildirim Kar Dağıtılmaması Hususunda Olağan Genel Kurul Toplantısı Neticesi Hakkında.,https://www.kap.org.tr/tr/Bildirim/1609081,weak_label_negative:dividend_not_distributed,,,,,
L000059,neutral,2026-05-20,OZATD,KAP,ÖZATA DENİZCİLİK SANAYİ VE TİCARET A.Ş. - Birleşme İşlemlerine İlişkin Bildirim,"ÖZATA DENİZCİLİK SANAYİ VE TİCARET A.Ş. - Birleşme İşlemlerine İlişkin Bildirim. Birleşme İşlemlerine İlişkin Bildirim Özata Tersanecilik San.veTic.A.Ş.'nin, Şirketimiz Tarafından Devralınması Suretiyle Birleşme İşlemleri Hakkında Yönetim Kurulu Kararı",https://www.kap.org.tr/tr/Bildirim/1609245,weak_label:generic_update,neutral,0.0264373210932593,0.3148100451814314,0.3439425885438776,0.3412473662746908
L000060,neutral,2026-05-20,TKNSA,KAP,TEKNOSA İÇ VE DIŞ TİCARET A.Ş. - İhraç Tavanına İlişkin Bildirim,TEKNOSA İÇ VE DIŞ TİCARET A.Ş. - İhraç Tavanına İlişkin Bildirim. İhraç Tavanına İlişkin Bildirim Kira Sertifikası İhracına İlişkin Yönetim Kurulu Kararı Alınması KATVK,https://www.kap.org.tr/tr/Bildirim/1609205,weak_label:capital_markets_routine,neutral,0.0264373210932593,0.3148100451814314,0.3439425885438776,0.3412473662746908
L000061,negative,2026-05-20,YKBNK,KAP,YAPI VE KREDİ BANKASI A.Ş. - Ortaklık Aleyhine Dava Açılması veya Davaya İlişkin Gelişmeler,Ortaklık Aleyhine Dava Açılması veya Davaya İlişkin Gelişmeler Genel Kurul kararı aleyhine açılan davaya ilişkin istinaf başvurusu,https://www.kap.org.tr/tr/Bildirim/1609238,weak_label_negative:lawsuit_against_company,,,,,
L000062,neutral,2026-05-21,AHGAZ,KAP,AHLATCI DOĞAL GAZ DAĞITIM ENERJİ VE YATIRIM A.Ş. - Genel Kurul İşlemlerine İlişkin Bildirim,AHLATCI DOĞAL GAZ DAĞITIM ENERJİ VE YATIRIM A.Ş. - Genel Kurul İşlemlerine İlişkin Bildirim. Genel Kurul İşlemlerine İlişkin Bildirim 2025 Yılı Olağan Genel Kurul Toplantısı Hk.,https://www.kap.org.tr/tr/Bildirim/1610170,weak_label:routine_governance,neutral,0.0096458528903925,0.3228450399223594,0.3446640672648886,0.332490892812752
