date,ticker,open,high,low,close,volume
2026-05-07,KCHOL,210.3000030517578,212.39999389648438,208.89999389648438,211.5,17128062
2026-05-08,KCHOL,210.5,215.10000610351562,208.5,213.0,19667179
2026-05-11,KCHOL,208.1999969482422,213.6999969482422,208.1999969482422,212.3000030517578,19232218
2026-05-12,KCHOL,211.39999389648438,211.5,203.1999969482422,203.60000610351562,14970138
2026-05-13,KCHOL,205.3000030517578,205.6999969482422,201.39999389648438,204.39999389648438,15473875
2026-05-14,KCHOL,205.0,207.6999969482422,203.6999969482422,204.5,12668108
2026-05-15,KCHOL,202.5,202.89999389648438,197.39999389648438,199.0,21455287
2026-05-18,KCHOL,198.1999969482422,198.39999389648438,194.5,195.0,14300999
2026-05-20,KCHOL,194.5,197.8000030517578,193.60000610351562,196.0,16259860
2026-05-21,KCHOL,195.39999389648438,196.1999969482422,178.0,183.3000030517578,26343994
2026-05-22,KCHOL,182.5,192.10000610351562,179.0,190.1999969482422,32473300
2026-05-25,KCHOL,190.8000030517578,192.1999969482422,189.39999389648438,190.89999389648438,15395812
2026-05-26,KCHOL,191.0,191.5,189.10000610351562,189.10000610351562,6708013
2026-05-27,KCHOL,189.10000610351562,189.10000610351562,189.10000610351562,189.10000610351562,0
2026-05-28,KCHOL,189.10000610351562,189.10000610351562,189.10000610351562,189.10000610351562,0
2026-05-29,KCHOL,189.10000610351562,189.10000610351562,189.10000610351562,189.10000610351562,0
2026-05-04,MRGYO,1.8600000143051147,1.9199999570846558,1.8200000524520874,1.8300000429153442,136574022
2026-05-05,MRGYO,1.840000033378601,1.850000023841858,1.809999942779541,1.8300000429153442,89150870
2026-05-06,MRGYO,1.8200000524520874,1.8799999952316284,1.8200000524520874,1.8600000143051147,149769123
2026-05-07,MRGYO,1.8700000047683716,1.940000057220459,1.8300000429153442,1.940000057220459,176774488
2026-05-08,MRGYO,1.9500000476837158,2.069999933242798,1.9199999570846558,2.0199999809265137,309910008
2026-05-11,MRGYO,2.0399999618530273,2.0999999046325684,2.009999990463257,2.0299999713897705,123603288
2026-05-12,MRGYO,2.0399999618530273,2.0399999618530273,1.9500000476837158,1.9600000381469727,125274186
2026-05-13,MRGYO,1.9600000381469727,1.9800000190734863,1.8300000429153442,1.840000033378601,129348600
2026-05-14,MRGYO,1.850000023841858,1.8799999952316284,1.7300000190734863,1.75,202105833
2026-05-15,MRGYO,1.7300000190734863,1.7400000095367432,1.659999966621399,1.659999966621399,118822329
2026-05-18,MRGYO,1.649999976158142,1.6799999475479126,1.600000023841858,1.600000023841858,72442669
2026-05-20,MRGYO,1.600000023841858,1.6100000143051147,1.5399999618530273,1.559999942779541,101055540
2026-05-21,MRGYO,1.559999942779541,1.5700000524520874,1.409999966621399,1.409999966621399,98418942
2026-05-22,MRGYO,1.3600000143051147,1.5299999713897705,1.3600000143051147,1.5099999904632568,123492550
2026-05-25,MRGYO,1.5199999809265137,1.559999942779541,1.5,1.5399999618530273,97944998
2026-05-26,MRGYO,1.5499999523162842,1.5499999523162842,1.5199999809265137,1.5299999713897705,29953751
2026-05-27,MRGYO,1.5299999713897705,1.5299999713897705,1.5299999713897705,1.5299999713897705,0
2026-05-28,MRGYO,1.5299999713897705,1.5299999713897705,1.5299999713897705,1.5299999713897705,0
2026-05-29,MRGYO,1.5299999713897705,1.5299999713897705,1.5299999713897705,1.5299999713897705,0
2026-05-04,SMART,36.099998474121094,38.70000076293945,35.47999954223633,36.65999984741211,7972586
2026-05-05,SMART,36.7400016784668,37.7599983215332,36.459999084472656,36.86000061035156,3456465
2026-05-06,SMART,36.97999954223633,37.7400016784668,35.599998474121094,36.560001373291016,3687258
2026-05-07,SMART,36.619998931884766,37.79999923706055,36.560001373291016,37.439998626708984,4390343
2026-05-08,SMART,37.0,37.380001068115234,36.20000076293945,36.2400016784668,2834221
2026-05-11,SMART,36.540000915527344,36.880001068115234,35.7400016784668,36.29999923706055,2355525
2026-05-12,SMART,36.0,36.18000030517578,34.86000061035156,35.279998779296875,2148578
2026-05-13,SMART,35.279998779296875,36.15999984741211,33.400001525878906,33.599998474121094,3287037
2026-05-14,SMART,33.70000076293945,34.540000915527344,33.5,33.65999984741211,2927317
2026-05-15,SMART,33.68000030517578,33.900001525878906,32.68000030517578,33.15999984741211,1505775
2026-05-18,SMART,33.5,36.459999084472656,32.459999084472656,36.459999084472656,7409744
2026-05-20,SMART,36.7599983215332,40.099998474121094,35.52000045776367,36.0,15017792
2026-05-21,SMART,36.0,37.040000915527344,32.5,32.5,6759587
2026-05-22,SMART,32.47999954223633,35.439998626708984,32.47999954223633,35.099998474121094,3897243
2026-05-25,SMART,35.099998474121094,36.86000061035156,35.0,35.880001068115234,3362824
2026-05-26,SMART,35.880001068115234,36.70000076293945,34.70000076293945,34.880001068115234,2695994
2026-05-27,SMART,34.880001068115234,34.880001068115234,34.880001068115234,34.880001068115234,0
2026-05-28,SMART,34.880001068115234,34.880001068115234,34.880001068115234,34.880001068115234,0
2026-05-29,SMART,34.880001068115234,34.880001068115234,34.880001068115234,34.880001068115234,0
2026-05-04,VAKBN,31.760000228881836,31.84000015258789,30.420000076293945,30.540000915527344,33477977
2026-05-05,VAKBN,30.559999465942383,31.100000381469727,30.3799991607666,30.860000610351562,27033442
2026-05-06,VAKBN,31.399999618530273,32.02000045776367,31.18000030517578,31.459999084472656,106026967
2026-05-07,VAKBN,31.68000030517578,32.52000045776367,31.219999313354492,32.060001373291016,116716231
2026-05-08,VAKBN,31.739999771118164,32.18000030517578,31.440000534057617,32.0,45634707
2026-05-11,VAKBN,31.979999542236328,32.47999954223633,31.540000915527344,32.41999816894531,60613342
2026-05-12,VAKBN,32.2400016784668,32.459999084472656,31.700000762939453,32.0,54392485
2026-05-13,VAKBN,32.63999938964844,32.79999923706055,32.08000183105469,32.41999816894531,57657006
2026-05-14,VAKBN,32.5,32.63999938964844,31.860000610351562,32.060001373291016,67356496
2026-05-15,VAKBN,31.760000228881836,31.860000610351562,30.5,30.799999237060547,48947605
2026-05-18,VAKBN,30.600000381469727,31.520000457763672,29.920000076293945,30.940000534057617,57957720
2026-05-20,VAKBN,31.0,31.100000381469727,30.399999618530273,30.420000076293945,42593248
2026-05-21,VAKBN,30.3799991607666,30.719999313354492,28.8799991607666,29.739999771118164,34994144
2026-05-22,VAKBN,29.299999237060547,30.440000534057617,28.68000030517578,30.0,122673143
2026-05-25,VAKBN,30.18000030517578,31.600000381469727,29.8799991607666,31.479999542236328,66878963
2026-05-26,VAKBN,31.440000534057617,31.780000686645508,30.81999969482422,30.84000015258789,21002563
2026-05-27,VAKBN,30.84000015258789,30.84000015258789,30.84000015258789,30.84000015258789,0
2026-05-28,VAKBN,30.84000015258789,30.84000015258789,30.84000015258789,30.84000015258789,0
2026-05-29,VAKBN,30.84000015258789,30.84000015258789,30.84000015258789,30.84000015258789,0
2026-05-04,ZOREN,3.0999999046325684,3.1500000953674316,3.069999933242798,3.119999885559082,65072092
2026-05-05,ZOREN,3.119999885559082,3.130000114440918,3.049999952316284,3.0799999237060547,49907046
2026-05-06,ZOREN,3.130000114440918,3.1700000762939453,3.109999895095825,3.1700000762939453,112551610
2026-05-07,ZOREN,3.180000066757202,3.2300000190734863,3.1700000762939453,3.190000057220459,83231023
2026-05-08,ZOREN,3.180000066757202,3.259999990463257,3.1600000858306885,3.190000057220459,89649445
2026-05-11,ZOREN,3.200000047683716,3.4600000381469727,3.200000047683716,3.4200000762939453,171565173
2026-05-12,ZOREN,3.4200000762939453,3.4800000190734863,3.3299999237060547,3.380000114440918,144216879
2026-05-13,ZOREN,3.380000114440918,3.4100000858306885,3.240000009536743,3.2699999809265137,78794636
2026-05-14,ZOREN,3.2799999713897705,3.3299999237060547,3.2300000190734863,3.2899999618530273,71026871
2026-05-15,ZOREN,3.25,3.2699999809265137,3.190000057220459,3.2200000286102295,36204103
2026-05-18,ZOREN,3.2200000286102295,3.2200000286102295,3.0799999237060547,3.0899999141693115,44224402
2026-05-20,ZOREN,3.069999933242798,3.1600000858306885,3.049999952316284,3.109999895095825,48419579
2026-05-21,ZOREN,3.119999885559082,3.119999885559082,2.9000000953674316,2.9000000953674316,29151386
2026-05-22,ZOREN,2.890000104904175,3.0399999618530273,2.880000114440918,3.0299999713897705,58894895
2026-05-25,ZOREN,3.0399999618530273,3.0999999046325684,3.0399999618530273,3.0899999141693115,36753175
2026-05-26,ZOREN,3.0899999141693115,3.130000114440918,3.0899999141693115,3.0899999141693115,11652425
2026-05-27,ZOREN,3.0899999141693115,3.0899999141693115,3.0899999141693115,3.0899999141693115,0
2026-05-28,ZOREN,3.0899999141693115,3.0899999141693115,3.0899999141693115,3.0899999141693115,0
2026-05-29,ZOREN,3.0899999141693115,3.0899999141693115,3.0899999141693115,3.0899999141693115,0
